ImageNumber,ObjectNumber,Children_Sensory_Obj_Dilated_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,14,213.1403697813524,290.2680712212762,14.774656732897423,1
