ImageNumber,ObjectNumber,Children_Sensory_Obj_Dilated_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,19,266.31030590631997,250.82655443735365,26.757364618516117,1
