ImageNumber,ObjectNumber,Children_Sensory_Obj_Dilated_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,18,285.20509090527844,167.80156530331683,8.222194700981722,1
