ImageNumber,ObjectNumber,Children_Sensory_Obj_Dilated_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,15,255.46188248365692,257.0112846645959,21.435109902972325,1
