ImageNumber,ObjectNumber,Children_Sensory_Obj_Dilated_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
1,1,23,253.68629412085613,334.02455795796885,11.009911924981663,1
